friend_nonerecord_text,暂时没有好友申请,
friend_noresult_text,没有找到对应玩家,
friend_refresh,推荐好友已刷新,
friend_pass,添加好友完成,
friend_refuse,已拒绝好友申请,
friend_refuseall,一键拒绝,
friend_refuse_text,是否一键拒绝所有申请？,
friend_request_repeat,已向该玩家发送过申请，请耐心等待,
liaotian_friend_lock,请先添加好友！,
liaotian_world_lock,玩家等级达到10级解锁世界频道,
liaotian_team_lock,暂时没有加入任何队伍,
liaotian_friend_lock,请先添加好友,
Net_Notice_1,网络连接超时！,
Net_Notice_2,超时消息ID：,
system_1,确定,
friend_search_info,请输入玩家昵称,
fangchenmi_message_1,今日游玩时间已达到规定时长，请明日再来，祝您游戏愉快！,
fangchenmi_message_2,依国家规定，22时后未成年不得继续游戏，明日8时后可继续游玩！,
fangchenmi_message_3,今日累计游玩已超过1小时，请合理安排时间，适当选择休息，祝您游戏愉快！,
fangchenmi_message_4,今日游玩时间即将达到规定时长，5 分钟后系统将强制下线，请做好准备！,
fangchenmi_message_5,22时后未成年人不得进行游戏，5分钟后系统将强制下线，明日8时后可继续游玩！,
fangchenmi_message_6,未实名用户只能游玩1小时，请先完成实名认证，祝您游戏愉快！,
fangchenmi_message_7,获取在线时长失败！,
fangchenmi_message_8,当前账号未完成实名认证，只能游玩1小时，实名认证后可正常游玩，祝您游戏愉快！,
fangchenmi_message_9,累计游玩时间已接近1小时，5分钟后系统将强制下线，请尽快完成实名认证，祝您游戏愉快！,
fangchenmi_message_10,今日累计游玩时间已超过1.5小时，请合理安排时间，适当选择休息，祝您游戏愉快！,
fangchenmi_message_11,生日信息不合法！,
fangchenmi_message_12,未实名认证用户22点后不可登陆游戏，请尽快完成实名验证，祝您游戏愉快！,
fangchenmi_message_13,完成实名认证后方可继续游玩，祝您游戏愉快！,
fangchenmi_message_14,未实名认证用户无法使用充值服务，实名认证后自动解除限制，祝您游戏愉快！,
fangchenmi_message_15,单笔充值金额超过%d元，无法充值！,
fangchenmi_message_16,充值后本月累计充值金额将超过%d元，无法充值！,
fangchenmi_message_17,未满8周岁用户无法使用充值服务！,
fangchenmi_message_18,无法充值！,
fangchenmi_message_19,根据国家相关规定，已满%s周岁，未满%s周岁玩家，单笔充值金额不得超过%s元，每月累计充值金额不得超过%s元！,
fangchenmi_message_20,"当前账号认证身份为未成年,根据国家规定,每日最大累计游戏时间为 1.5 小时.实际年龄满 18 周岁后,限制自动解除,祝您游戏愉快!",
fangchenmi_message_21,"根据国家规定,未成年每日 [ee5252]22[-] 时至次日 [ee5252]8[-] 时不得游玩游戏,今日可游玩时长: [ee5252]%d[-] 分钟，今日已累计在线时长: [ee5252]%d[-] 分钟！",
fangchenmi_message_22,"当前账号未实名,今日可游玩时长: [ee5252]%d[-] 分钟，今日已累计在线时长: [ee5252]%d[-] 分钟！",
mission_name_102,海上俱乐部,
mission_name_103,海上冲锋,
mission_name_106,跳跃狂欢,
mission_name_108,旋转门,
mission_name_109,身轻如燕,
mission_name_110,锤飞你,
mission_name_111,推箱子,
mission_name_113,全能比拼,
mission_name_116,步步累积,
mission_name_117,真门逃脱,
mission_des_102,找到正确的门，冲向终点！,
mission_des_103,快速的冲向终点，但是可别掉进海里！,
mission_des_106,避开所有的障碍，冲向终点！,
mission_des_108,钻过那些门，你也可以试试捷径！,
mission_des_109,躲开那些障碍，注意别掉下去！,
mission_des_110,注意躲开那些旋转的锤子，噢，还有大铁锤！,
mission_des_111,合理的利用箱子，克服困难，抵达终点！,
mission_des_113,拾取增强自身能力的道具，它们将成为你领跑全场的利器！,
mission_des_116,顺着轨道路线一路通达终点吧！,
mission_des_117,真真假假，寻找路线中的真门离开此地吧！,
mission_name_900,蹦跳俱乐部,
mission_name_901,巅峰对决,
mission_name_902,目眩山巅,
mission_name_903,水涨船高,
mission_name_904,旋转木马,
mission_name_905,掂踮脚尖,
mission_name_906,钻圈圈,
mission_des_900,小心溺水！,
mission_des_901,会抖动的地板好奇怪！,
mission_des_902,芜湖！掌握节奏冲冲冲！,
mission_des_903,小心不断上涨的岩浆！,
mission_des_904,避开障碍物冲向终点吧！,
mission_des_905,让我们康康哪里能走！,
mission_des_906,穿过圆环即可为团队得分！,
mission_name_907,障碍狂欢,
mission_name_908,砖头派对,
mission_name_909,蜂窝迷途,
mission_name_910,五花八门,
mission_name_911,跷跷板,
mission_name_912,闯门冲关,
mission_des_907,冲破层层阻挠到达终点吧！,
mission_des_908,躲避向你冲来的砖块吧！,
mission_des_909,争取做最后一只落入的战士吧！,
mission_des_910,冲破层层阻挠到达终点吧！,
mission_des_911,掌握平衡！,
mission_des_912,哪些门是真的呢！,
play_name_speed,个人赛,
play_name_item,团队赛,
play_name_test,测试模式,
mission_name_913,云上阶梯,
mission_des_913,天梯之路已开启，请投币！,
mission_name_914,狂轰乱砸,
mission_des_914,可别让我逮到！！！！！,
mission_reward_text_1,完成关卡,
mission_reward_text_2,获得第一名,
mission_reward_text_3,排名前10%,
mission_reward_text_4,夺冠,
mission_reward_text_5,第1关被淘汰,
mission_reward_text_6,第2关被淘汰,
mission_reward_text_7,第3关被淘汰,
rank_name1,青铜Ⅲ,
rank_name2,青铜Ⅱ,
rank_name3,青铜Ⅰ,
rank_name4,白银Ⅲ,
rank_name5,白银Ⅱ,
rank_name6,白银Ⅰ,
rank_name7,黄金Ⅳ,
rank_name8,黄金Ⅲ,
rank_name9,黄金Ⅱ,
rank_name10,黄金Ⅰ,
rank_name11,铂金Ⅴ,
rank_name12,铂金Ⅳ,
rank_name13,铂金Ⅲ,
rank_name14,铂金Ⅱ,
rank_name15,铂金Ⅰ,
rank_name16,钻石Ⅴ,
rank_name17,钻石Ⅳ,
rank_name18,钻石Ⅲ,
rank_name19,钻石Ⅱ,
rank_name20,钻石Ⅰ,
rank_name21,超凡大师Ⅴ,
rank_name22,超凡大师Ⅳ,
rank_name23,超凡大师Ⅲ,
rank_name24,超凡大师Ⅱ,
rank_name25,超凡大师Ⅰ,
rank_name26,最强王者,
season_text_1,第1赛季,
season_text_2,第2赛季,
main_table_name_1,全部,
main_table_name_2,装扮,
main_table_name_3,道具,
main_table_name_4,礼包,
sub_table_name_1,全部,
sub_table_name_2,时装,
sub_table_name_3,头部,
sub_table_name_4,脚部,
sub_table_name_5,材料,
sub_table_name_6,碎片,
sub_table_name_7,礼包,
subtype_name_1,金币,
subtype_name_2,钻石,
subtype_name_3,奖杯,
subtype_name_4,通行证经验,
subtype_name_5,其他材料,
subtype_name_6,礼包,
subtype_name_7,时装,
